X_COORD,Y_COORD,HABITAT
621883.4672,1316644.5,1
622450.8083,1316646.792,1
623018.1503,1316649.095,1
623585.4933,1316651.409,1
624152.8372,1316653.733,1
624720.182,1316656.068,1
625287.5278,1316658.414,1
625854.8745,1316660.77,1
626422.2222,1316663.137,1
626989.5709,1316665.515,1
627556.9205,1316667.903,1
628124.2711,1316670.302,1
628691.6227,1316672.711,1
629258.9753,1316675.131,1
629826.3288,1316677.562,1
630393.6834,1316680.004,1
630961.0389,1316682.456,0
631528.3954,1316684.919,0
632095.7529,1316687.392,0
632663.1115,1316689.876,1
633230.471,1316692.371,0
633797.8316,1316694.877,0
634365.1931,1316697.393,1
634932.5557,1316699.919,1
635499.9194,1316702.457,1
636067.284,1316705.005,1
636634.6497,1316707.563,0
637202.0165,1316710.133,0
637769.3842,1316712.713,0
638336.7531,1316715.303,0
638904.1229,1316717.905,0
639471.4939,1316720.517,0
640038.8659,1316723.139,0
640606.2389,1316725.773,0
641173.6131,1316728.416,0
641740.9883,1316731.071,0
642308.3646,1316733.736,0
642875.742,1316736.412,1
643443.1204,1316739.099,0
644010.5,1316741.796,0
644577.8806,1316744.504,1
645145.2624,1316747.222,1
645712.6452,1316749.951,1
646280.0292,1316752.691,1
646847.4143,1316755.442,1
647414.8005,1316758.203,1
647982.1878,1316760.975,0
648549.5763,1316763.757,0
649116.9659,1316766.55,0
598621.3812,1317126.982,1
599188.6772,1317128.839,1
599755.9739,1317130.706,1
600323.2713,1317132.584,1
600890.5695,1317134.472,1
601457.8685,1317136.372,0
602025.1683,1317138.281,1
602592.4688,1317140.202,1
603159.7701,1317142.133,1
603727.0722,1317144.075,1
604294.3751,1317146.027,1
604861.6787,1317147.99,1
605428.9832,1317149.964,1
605996.2885,1317151.948,1
606563.5946,1317153.943,1
607130.9015,1317155.949,1
607698.2092,1317157.965,1
608265.5177,1317159.992,1
608832.8271,1317162.029,1
609400.1372,1317164.078,1
609967.4483,1317166.137,1
610534.7601,1317168.206,1
611102.0728,1317170.286,0
611669.3864,1317172.377,0
612236.7008,1317174.479,1
612804.016,1317176.591,0
613371.3321,1317178.714,1
613938.6491,1317180.847,0
614505.9669,1317182.992,0
615073.2856,1317185.146,1
615640.6052,1317187.312,1
616207.9257,1317189.488,1
616775.247,1317191.675,1
617342.5692,1317193.872,1
617909.8924,1317196.08,1
618477.2164,1317198.299,1
619044.5413,1317200.528,1
619611.8672,1317202.768,1
620179.1939,1317205.019,1
620746.5216,1317207.28,1
621313.8502,1317209.552,1
621881.1797,1317211.835,1
622448.5101,1317214.128,1
623015.8415,1317216.432,1
623583.1738,1317218.747,1
624150.507,1317221.072,1
624717.8412,1317223.408,1
625285.1764,1317225.755,1
625852.5125,1317228.112,1
626419.8495,1317230.48,1
626987.1875,1317232.858,1
627554.5265,1317235.248,1
628121.8664,1317237.647,1
628689.2074,1317240.058,1
629256.5493,1317242.479,1
629823.8922,1317244.911,1
630391.236,1317247.354,1
630958.5809,1317249.807,0
631525.9268,1317252.27,0
632093.2736,1317254.745,1
632660.6215,1317257.23,0
633227.9704,1317259.726,0
633795.3203,1317262.232,0
634362.6712,1317264.749,0
634930.0232,1317267.277,0
635497.3762,1317269.816,1
636064.7302,1317272.365,0
636632.0852,1317274.924,0
637199.4413,1317277.495,0
637766.7984,1317280.076,0
638334.1566,1317282.667,0
638901.5158,1317285.27,0
639468.8761,1317287.883,0
640036.2374,1317290.507,0
640603.5998,1317293.141,0
641170.9633,1317295.786,0
641738.3279,1317298.441,0
642305.6935,1317301.108,1
642873.0602,1317303.785,0
643440.428,1317306.472,0
644007.7969,1317309.171,0
644575.1669,1317311.88,0
645142.538,1317314.599,1
645709.9102,1317317.329,1
646277.2835,1317320.07,1
646844.6579,1317322.822,1
647412.0335,1317325.584,0
647979.4102,1317328.357,0
648546.788,1317331.141,0
649114.1669,1317333.935,0
598619.5297,1317694.273,1
599186.815,1317696.13,1
599754.101,1317697.998,1
600321.3878,1317699.876,1
600888.6754,1317701.766,1
601455.9637,1317703.666,1
602023.2528,1317705.576,1
602590.5426,1317707.497,0
603157.8333,1317709.429,1
603725.1247,1317711.372,0
604292.417,1317713.325,0
604859.71,1317715.289,0
605427.0038,1317717.263,0
605994.2984,1317719.248,0
606561.5938,1317721.244,1
607128.8901,1317723.251,1
607696.1871,1317725.268,0
608263.485,1317727.296,1
608830.7837,1317729.334,1
609398.0832,1317731.383,0
609965.3836,1317733.443,0
610532.6848,1317735.513,1
611099.9868,1317737.594,0
611667.2897,1317739.686,0
612234.5935,1317741.788,1
612801.8981,1317743.901,1
613369.2035,1317746.025,0
613936.5098,1317748.159,0
614503.817,1317750.304,1
615071.1251,1317752.46,1
615638.434,1317754.626,1
616205.7438,1317756.803,1
616773.0545,1317758.991,1
617340.3661,1317761.189,1
617907.6785,1317763.398,1
618474.9919,1317765.618,1
619042.3062,1317767.848,1
619609.6214,1317770.089,1
620176.9374,1317772.341,1
620744.2544,1317774.603,1
621311.5724,1317776.876,1
621878.8912,1317779.16,1
622446.211,1317781.454,1
623013.5317,1317783.759,1
623580.8534,1317786.074,1
624148.176,1317788.401,1
624715.4995,1317790.737,1
625282.824,1317793.085,1
625850.1494,1317795.443,1
626417.4758,1317797.812,1
626984.8031,1317800.192,1
627552.1315,1317802.582,1
628119.4608,1317804.983,1
628686.791,1317807.394,1
629254.1223,1317809.816,1
629821.4545,1317812.249,1
630388.7877,1317814.693,1
630956.1219,1317817.147,0
631523.4571,1317819.612,0
632090.7933,1317822.087,0
632658.1306,1317824.573,0
633225.4688,1317827.07,0
633792.808,1317829.577,0
634360.1483,1317832.095,0
634927.4896,1317834.624,0
635494.8319,1317837.164,0
636062.1752,1317839.714,0
636629.5196,1317842.275,0
637196.865,1317844.846,0
637764.2115,1317847.428,0
638331.559,1317850.021,0
638898.9076,1317852.624,0
639466.2572,1317855.238,0
640033.6079,1317857.863,0
640600.9596,1317860.498,0
641168.3124,1317863.145,0
641735.6663,1317865.801,0
642303.0213,1317868.469,0
642870.3774,1317871.147,0
643437.7345,1317873.835,0
644005.0927,1317876.535,1
644572.4521,1317879.245,0
645139.8125,1317881.966,0
645707.174,1317884.697,0
646274.5367,1317887.439,0
646841.9005,1317890.192,0
647409.2654,1317892.955,0
647976.6314,1317895.729,0
648543.9985,1317898.514,0
649111.3668,1317901.309,0
598617.6774,1318261.552,1
599184.952,1318263.41,1
599752.2274,1318265.279,1
600319.5035,1318267.158,1
600886.7804,1318269.048,0
601454.0581,1318270.949,1
602021.3365,1318272.86,1
602588.6157,1318274.782,1
603155.8957,1318276.715,1
603723.1765,1318278.658,0
604290.4581,1318280.612,1
604857.7404,1318282.577,1
605425.0236,1318284.552,1
605992.3075,1318286.538,1
606559.5923,1318288.535,1
607126.8779,1318290.542,0
607694.1643,1318292.56,0
608261.4515,1318294.588,0
608828.7395,1318296.628,0
609396.0284,1318298.678,0
609963.3181,1318300.738,0
610530.6086,1318302.809,0
611097.9,1318304.891,0
611665.1923,1318306.984,0
612232.4853,1318309.087,0
612799.7793,1318311.201,1
613367.0741,1318313.326,0
613934.3697,1318315.461,0
614501.6662,1318317.607,1
615068.9636,1318319.763,1
615636.2619,1318321.931,1
616203.561,1318324.108,1
616770.8611,1318326.297,1
617338.162,1318328.496,1
617905.4638,1318330.706,1
618472.7665,1318332.927,1
619040.0701,1318335.158,1
619607.3746,1318337.4,1
620174.68,1318339.652,1
620741.9864,1318341.915,1
621309.2937,1318344.189,1
621876.6018,1318346.474,1
622443.911,1318348.769,1
623011.221,1318351.075,1
623578.532,1318353.391,1
624145.8439,1318355.718,1
624713.1568,1318358.056,1
625280.4706,1318360.405,1
625847.7854,1318362.764,1
626415.1011,1318365.134,1
626982.4178,1318367.514,1
627549.7355,1318369.905,1
628117.0541,1318372.307,1
628684.3737,1318374.72,1
629251.6943,1318377.143,1
629819.0158,1318379.576,1
630386.3384,1318382.021,1
630953.662,1318384.476,0
631520.9865,1318386.942,0
632088.312,1318389.418,1
632655.6386,1318391.906,1
633222.9662,1318394.403,0
633790.2947,1318396.912,0
634357.6243,1318399.431,0
634924.9549,1318401.961,0
635492.2866,1318404.501,0
636059.6193,1318407.052,0
636626.953,1318409.614,0
637194.2878,1318412.187,0
637761.6236,1318414.77,0
638328.9604,1318417.364,0
638896.2983,1318419.968,0
639463.6373,1318422.583,0
640030.9773,1318425.209,0
640598.3184,1318427.845,0
641165.6605,1318430.493,0
641733.0037,1318433.15,0
642300.348,1318435.819,0
642867.6934,1318438.498,0
643435.0399,1318441.188,1
644002.3875,1318443.888,0
644569.7362,1318446.599,0
645137.0859,1318449.321,0
645704.4368,1318452.054,0
646271.7888,1318454.797,0
646839.1419,1318457.551,0
647406.4961,1318460.315,0
647973.8514,1318463.09,0
648541.2079,1318465.876,0
649108.5655,1318468.673,0
598615.8243,1318828.821,1
599183.0883,1318830.68,1
599750.353,1318832.549,1
600317.6185,1318834.429,1
600884.8847,1318836.32,1
601452.1517,1318838.222,1
602019.4195,1318840.134,0
602586.688,1318842.057,1
603153.9573,1318843.99,1
603721.2275,1318845.934,1
604288.4984,1318847.889,1
604855.7701,1318849.854,1
605423.0426,1318851.83,0
605990.3159,1318853.817,0
606557.59,1318855.814,1
607124.8649,1318857.823,0
607692.1406,1318859.841,0
608259.4172,1318861.871,0
608826.6945,1318863.911,1
609393.9727,1318865.962,1
609961.2518,1318868.023,1
610528.5316,1318870.095,0
611095.8124,1318872.178,0
611663.0939,1318874.271,0
612230.3764,1318876.375,0
612797.6596,1318878.49,0
613364.9437,1318880.616,0
613932.2287,1318882.752,0
614499.5146,1318884.898,0
615066.8013,1318887.056,0
615634.0889,1318889.224,1
616201.3774,1318891.403,1
616768.6667,1318893.592,1
617335.957,1318895.792,1
617903.2481,1318898.003,1
618470.5402,1318900.224,1
619037.8331,1318902.456,1
619605.127,1318904.699,1
620172.4217,1318906.953,1
620739.7174,1318909.217,1
621307.014,1318911.491,1
621874.3115,1318913.777,1
622441.61,1318916.073,1
623008.9094,1318918.38,1
623576.2097,1318920.697,1
624143.511,1318923.025,1
624710.8132,1318925.364,1
625278.1163,1318927.714,1
625845.4204,1318930.074,1
626412.7255,1318932.444,1
626980.0315,1318934.826,1
627547.3385,1318937.218,1
628114.6465,1318939.621,1
628681.9554,1318942.034,1
629249.2653,1318944.458,1
629816.5762,1318946.893,1
630383.8881,1318949.339,1
630951.201,1318951.795,0
631518.5149,1318954.262,0
632085.8297,1318956.739,1
632653.1456,1318959.227,0
633220.4625,1318961.726,1
633787.7804,1318964.236,0
634355.0993,1318966.756,0
634922.4193,1318969.287,0
635489.7403,1318971.828,0
636057.0623,1318974.38,0
636624.3854,1318976.943,0
637191.7094,1318979.517,0
637759.0346,1318982.101,0
638326.3607,1318984.696,0
638893.688,1318987.301,0
639461.0163,1318989.917,0
640028.3456,1318992.544,0
640595.676,1318995.182,0
641163.0075,1318997.83,0
641730.3401,1319000.489,0
642297.6737,1319003.158,0
642865.0084,1319005.839,0
643432.3442,1319008.529,1
643999.6811,1319011.231,0
644567.0191,1319013.943,0
645134.3582,1319016.666,0
645701.6984,1319019.4,0
646269.0397,1319022.144,0
646836.3822,1319024.899,0
647403.7257,1319027.665,0
647971.0704,1319030.441,0
648538.4162,1319033.228,0
649105.7631,1319036.025,0
598613.9705,1319396.079,1
599181.2238,1319397.939,1
599748.4779,1319399.809,1
600315.7327,1319401.69,1
600882.9882,1319403.581,0
601450.2445,1319405.484,0
602017.5017,1319407.397,0
602584.7595,1319409.32,0
603152.0182,1319411.254,0
603719.2776,1319413.199,1
604286.5379,1319415.155,1
604853.7989,1319417.121,0
605421.0607,1319419.098,0
605988.3234,1319421.085,1
606555.5868,1319423.084,1
607122.851,1319425.093,1
607690.1161,1319427.112,1
608257.382,1319429.142,1
608824.6487,1319431.183,1
609391.9162,1319433.235,1
609959.1846,1319435.297,1
610526.4538,1319437.37,0
611093.7238,1319439.454,0
611660.9948,1319441.548,0
612228.2665,1319443.653,0
612795.5391,1319445.768,0
613362.8126,1319447.895,0
613930.0869,1319450.032,0
614497.3621,1319452.179,0
615064.6381,1319454.338,0
615631.915,1319456.507,0
616199.1928,1319458.686,1
616766.4715,1319460.877,1
617333.7511,1319463.078,1
617901.0316,1319465.289,1
618468.313,1319467.511,1
619035.5952,1319469.744,1
619602.8784,1319471.988,1
620170.1625,1319474.243,1
620737.4475,1319476.508,1
621304.7335,1319478.783,1
621872.0203,1319481.07,1
622439.3081,1319483.367,1
623006.5968,1319485.674,1
623573.8865,1319487.993,1
624141.177,1319490.322,1
624708.4686,1319492.661,1
625275.7611,1319495.012,1
625843.0545,1319497.373,1
626410.3489,1319499.745,1
626977.6442,1319502.127,1
627544.9406,1319504.52,1
628112.2378,1319506.924,1
628679.5361,1319509.338,1
629246.8354,1319511.763,1
629814.1356,1319514.199,1
630381.4368,1319516.646,0
630948.739,1319519.103,1
631516.0422,1319521.571,1
632083.3464,1319524.049,1
632650.6516,1319526.538,1
633217.9579,1319529.038,1
633785.2651,1319531.549,0
634352.5733,1319534.07,1
634919.8826,1319536.602,0
635487.193,1319539.144,0
636054.5043,1319541.697,0
636621.8167,1319544.261,0
637189.1301,1319546.836,0
637756.4445,1319549.421,0
638323.76,1319552.017,0
638891.0766,1319554.624,0
639458.3942,1319557.241,0
640025.7129,1319559.869,0
640593.0326,1319562.507,0
641160.3534,1319565.157,0
641727.6753,1319567.817,0
642294.9983,1319570.487,0
642862.3223,1319573.168,1
643429.6475,1319575.86,0
643996.9737,1319578.563,0
644564.301,1319581.276,0
645131.6294,1319584,0
645698.959,1319586.735,0
646266.2896,1319589.481,0
646833.6213,1319592.237,0
647400.9542,1319595.003,0
647968.2882,1319597.781,0
648535.6233,1319600.569,0
649102.9596,1319603.368,0
598612.1159,1319963.327,1
599179.3585,1319965.187,1
599746.6019,1319967.058,1
600313.8461,1319968.94,1
600881.091,1319970.832,1
601448.3366,1319972.735,0
602015.5831,1319974.649,0
602582.8303,1319976.573,0
603150.0783,1319978.508,0
603717.327,1319980.454,1
604284.5766,1319982.41,1
604851.8269,1319984.377,1
605419.0781,1319986.355,1
605986.3301,1319988.343,1
606553.5828,1319990.342,1
607120.8364,1319992.352,1
607688.0908,1319994.372,1
608255.346,1319996.403,1
608822.602,1319998.445,0
609389.8589,1320000.497,1
609957.1166,1320002.561,0
610524.3751,1320004.634,0
611091.6345,1320006.719,0
611658.8947,1320008.814,0
612226.1558,1320010.92,1
612793.4177,1320013.036,1
613360.6805,1320015.163,0
613927.9441,1320017.301,0
614495.2087,1320019.45,0
615062.474,1320021.609,0
615629.7403,1320023.779,0
616197.0074,1320025.959,1
616764.2755,1320028.15,1
617331.5444,1320030.352,1
617898.8142,1320032.565,1
618466.0849,1320034.788,1
619033.3565,1320037.022,1
619600.629,1320039.266,1
620167.9024,1320041.522,1
620735.1767,1320043.788,1
621302.452,1320046.064,1
621869.7281,1320048.352,1
622437.0052,1320050.65,1
623004.2833,1320052.958,1
623571.5623,1320055.277,1
624138.8422,1320057.607,1
624706.123,1320059.948,1
625273.4048,1320062.299,1
625840.6876,1320064.661,1
626407.9713,1320067.034,1
626975.256,1320069.418,1
627542.5416,1320071.812,1
628109.8283,1320074.216,1
628677.1158,1320076.632,1
629244.4044,1320079.058,1
629811.694,1320081.495,0
630378.9845,1320083.942,1
630946.276,1320086.4,1
631513.5686,1320088.869,1
632080.8621,1320091.349,1
632648.1566,1320093.839,1
633215.4522,1320096.34,1
633782.7487,1320098.851,1
634350.0463,1320101.373,1
634917.3449,1320103.906,0
635484.6446,1320106.45,0
636051.9452,1320109.004,0
636619.2469,1320111.569,0
637186.5497,1320114.144,0
637753.8534,1320116.731,0
638321.1583,1320119.328,0
638888.4641,1320121.935,0
639455.7711,1320124.554,0
640023.0791,1320127.183,0
640590.3881,1320129.822,0
641157.6983,1320132.473,0
641725.0095,1320135.134,0
642292.3218,1320137.805,0
642859.6351,1320140.488,1
643426.9496,1320143.181,1
643994.2651,1320145.885,0
644561.5818,1320148.599,0
645128.8995,1320151.324,0
645696.2184,1320154.06,0
646263.5383,1320156.806,0
646830.8594,1320159.564,0
647398.1816,1320162.331,0
647965.5049,1320165.11,0
648532.8294,1320167.899,0
649100.1549,1320170.699,0
598610.2606,1320530.564,1
599177.4925,1320532.425,1
599744.7253,1320534.297,1
600311.9587,1320536.179,1
600879.1929,1320538.072,1
601446.4279,1320539.976,1
602013.6637,1320541.89,1
602580.9002,1320543.815,1
603148.1375,1320545.751,1
603715.3756,1320547.698,1
604282.6145,1320549.655,1
604849.8542,1320551.622,1
605417.0947,1320553.601,1
605984.336,1320555.59,1
606551.578,1320557.59,1
607118.8209,1320559.601,1
607686.0646,1320561.622,1
608253.3092,1320563.654,0
608820.5545,1320565.696,0
609387.8007,1320567.749,0
609955.0477,1320569.813,0
610522.2956,1320571.888,0
611089.5443,1320573.973,0
611656.7939,1320576.069,0
612224.0442,1320578.176,1
612791.2955,1320580.293,0
613358.5476,1320582.421,1
613925.8006,1320584.56,0
614493.0544,1320586.709,0
615060.3091,1320588.869,0
615627.5647,1320591.04,0
616194.8211,1320593.221,1
616762.0785,1320595.413,1
617329.3367,1320597.616,1
617896.5958,1320599.83,1
618463.8558,1320602.054,1
619031.1168,1320604.289,1
619598.3786,1320606.534,1
620165.6413,1320608.79,1
620732.905,1320611.057,1
621300.1696,1320613.335,1
621867.4351,1320615.623,1
622434.7015,1320617.922,1
623001.9688,1320620.231,1
623569.2372,1320622.552,1
624136.5064,1320624.882,1
624703.7766,1320627.224,1
625271.0477,1320629.576,1
625838.3198,1320631.939,1
626405.5928,1320634.313,1
626972.8668,1320636.697,1
627540.1418,1320639.092,1
628107.4177,1320641.498,1
628674.6946,1320643.915,1
629241.9725,1320646.342,1
629809.2514,1320648.779,1
630376.5312,1320651.228,1
630943.8121,1320653.687,1
631511.0939,1320656.157,1
632078.3768,1320658.637,1
632645.6606,1320661.128,1
633212.9455,1320663.63,1
633780.2314,1320666.143,1
634347.5183,1320668.666,1
634914.8062,1320671.2,0
635482.0952,1320673.744,0
636049.3851,1320676.3,0
636616.6761,1320678.866,0
637183.9682,1320681.442,0
637751.2613,1320684.03,0
638318.5554,1320686.628,0
638885.8506,1320689.236,0
639453.1469,1320691.856,0
640020.4442,1320694.486,0
640587.7426,1320697.126,0
641155.042,1320699.778,0
641722.3426,1320702.44,0
642289.6442,1320705.113,0
642856.9468,1320707.796,1
643424.2506,1320710.49,0
643991.5555,1320713.195,0
644558.8614,1320715.911,0
645126.1685,1320718.637,0
645693.4767,1320721.374,0
646260.7859,1320724.122,0
646828.0963,1320726.88,0
647395.4079,1320729.649,0
647962.7205,1320732.428,0
648530.0343,1320735.219,0
649097.3491,1320738.02,0
598608.4045,1321097.79,1
599175.6258,1321099.652,1
599742.8478,1321101.524,1
600310.0706,1321103.408,1
600877.2942,1321105.301,1
601444.5185,1321107.206,1
602011.7435,1321109.121,1
602578.9694,1321111.047,1
603146.196,1321112.983,1
603713.4234,1321114.931,1
604280.6516,1321116.889,1
604847.8806,1321118.857,1
605415.1104,1321120.837,1
605982.341,1321122.827,1
606549.5724,1321124.827,1
607116.8047,1321126.839,1
607684.0377,1321128.861,1
608251.2715,1321130.893,1
608818.5062,1321132.937,0
609385.7417,1321134.991,0
609952.9781,1321137.055,0
610520.2152,1321139.131,0
611087.4532,1321141.217,0
611654.6921,1321143.314,0
612221.9318,1321145.421,0
612789.1724,1321147.54,0
613356.4138,1321149.668,0
613923.6561,1321151.808,0
614490.8993,1321153.958,0
615058.1433,1321156.119,0
615625.3882,1321158.291,0
616192.6339,1321160.473,1
616759.8806,1321162.666,1
617327.1282,1321164.87,1
617894.3766,1321167.084,1
618461.6259,1321169.309,1
619028.8762,1321171.545,1
619596.1273,1321173.791,1
620163.3794,1321176.048,1
620730.6323,1321178.316,1
621297.8862,1321180.594,1
621865.141,1321182.883,1
622432.3968,1321185.183,1
622999.6535,1321187.494,1
623566.9111,1321189.815,1
624134.1696,1321192.147,1
624701.4291,1321194.489,1
625268.6896,1321196.843,1
625835.951,1321199.207,1
626403.2133,1321201.581,1
626970.4766,1321203.967,1
627537.7409,1321206.363,1
628105.0062,1321208.769,1
628672.2724,1321211.187,1
629239.5396,1321213.615,1
629806.8078,1321216.053,1
630374.0769,1321218.503,1
630941.3471,1321220.963,1
631508.6183,1321223.434,1
632075.8904,1321225.915,1
632643.1636,1321228.407,1
633210.4378,1321230.91,1
633777.713,1321233.424,1
634344.9892,1321235.948,1
634912.2664,1321238.483,1
635479.5447,1321241.029,1
636046.824,1321243.585,0
636614.1043,1321246.152,0
637181.3857,1321248.73,0
637748.6681,1321251.318,0
638315.9516,1321253.917,0
638883.2361,1321256.527,0
639450.5216,1321259.147,0
640017.8083,1321261.778,0
640585.096,1321264.42,0
641152.3847,1321267.073,0
641719.6746,1321269.736,0
642286.9655,1321272.41,0
642854.2575,1321275.094,0
643421.5506,1321277.789,0
643988.8447,1321280.495,0
644556.14,1321283.212,0
645123.4364,1321285.939,0
645690.7339,1321288.677,0
646258.0325,1321291.426,0
646825.3322,1321294.185,0
647392.633,1321296.956,0
647959.9349,1321299.736,0
648527.238,1321302.528,0
649094.5422,1321305.33,0
598606.5477,1321665.006,1
599173.7583,1321666.868,1
599740.9697,1321668.741,1
600308.1818,1321670.625,1
600875.3946,1321672.52,1
601442.6082,1321674.425,1
602009.8226,1321676.341,1
602577.0378,1321678.268,1
603144.2537,1321680.205,1
603711.4705,1321682.153,1
604278.688,1321684.112,1
604845.9063,1321686.081,1
605413.1254,1321688.061,1
605980.3453,1321690.052,1
606547.566,1321692.054,1
607114.7876,1321694.066,0
607682.0099,1321696.089,0
608249.2331,1321698.122,0
608816.4571,1321700.166,0
609383.6819,1321702.221,0
609950.9075,1321704.287,0
610518.134,1321706.363,0
611085.3614,1321708.45,0
611652.5896,1321710.548,0
612219.8186,1321712.656,0
612787.0485,1321714.775,0
613354.2792,1321716.905,0
613921.5108,1321719.045,0
614488.7432,1321721.196,0
615055.9766,1321723.358,1
615623.2108,1321725.531,1
616190.4459,1321727.714,1
616757.6818,1321729.908,1
617324.9187,1321732.112,1
617892.1565,1321734.327,1
618459.3951,1321736.553,1
619026.6347,1321738.79,1
619593.8751,1321741.037,1
620161.1165,1321743.295,1
620728.3588,1321745.564,1
621295.602,1321747.843,1
621862.8461,1321750.133,1
622430.0912,1321752.434,1
622997.3371,1321754.746,1
623564.5841,1321757.068,1
624131.8319,1321759.401,1
624699.0807,1321761.744,1
625266.3305,1321764.098,1
625833.5812,1321766.463,1
626400.8329,1321768.839,1
626968.0855,1321771.225,1
627535.3391,1321773.622,1
628102.5936,1321776.03,1
628669.8492,1321778.448,1
629237.1057,1321780.877,1
629804.3632,1321783.317,1
630371.6217,1321785.767,1
630938.8812,1321788.228,1
631506.1416,1321790.7,1
632073.4031,1321793.183,1
632640.6656,1321795.676,1
633207.9291,1321798.18,1
633775.1936,1321800.694,1
634342.4591,1321803.219,1
634909.7256,1321805.755,1
635476.9932,1321808.302,1
636044.2618,1321810.859,1
636611.5315,1321813.427,0
637178.8022,1321816.006,0
637746.0739,1321818.596,0
638313.3466,1321821.196,0
638880.6205,1321823.806,0
639447.8953,1321826.428,0
640015.1713,1321829.06,0
640582.4483,1321831.703,0
641149.7263,1321834.357,0
641717.0055,1321837.021,0
642284.2857,1321839.696,0
642851.567,1321842.381,0
643418.8494,1321845.078,0
643986.1329,1321847.785,0
644553.4175,1321850.503,0
645120.7032,1321853.231,0
645687.99,1321855.97,0
646255.2779,1321858.72,0
646822.5669,1321861.48,0
647389.857,1321864.252,0
647957.1483,1321867.033,0
648524.4406,1321869.826,0
649091.7341,1321872.629,0
598604.6902,1322232.211,1
599171.89,1322234.074,1
599739.0907,1322235.948,1
600306.2921,1322237.832,1
600873.4943,1322239.728,1
601440.6972,1322241.634,1
602007.9009,1322243.551,1
602575.1054,1322245.478,1
603142.3106,1322247.416,1
603709.5167,1322249.365,1
604276.7235,1322251.324,1
604843.9311,1322253.295,1
605411.1396,1322255.276,1
605978.3488,1322257.267,1
606545.5588,1322259.269,0
607112.7697,1322261.282,0
607679.9813,1322263.306,0
608247.1938,1322265.34,0
608814.4071,1322267.385,0
609381.6212,1322269.441,0
609948.8362,1322271.508,0
610516.052,1322273.585,0
611083.2686,1322275.673,0
611650.4861,1322277.771,0
612217.7045,1322279.88,0
612784.9236,1322282,0
613352.1437,1322284.131,0
613919.3646,1322286.272,0
614486.5864,1322288.424,0
615053.809,1322290.587,0
615621.0325,1322292.76,1
616188.2569,1322294.944,1
616755.4822,1322297.139,1
617322.7084,1322299.344,1
617889.9354,1322301.56,1
618457.1634,1322303.787,1
619024.3923,1322306.025,1
619591.622,1322308.273,1
620158.8527,1322310.532,1
620726.0843,1322312.801,1
621293.3168,1322315.082,1
621860.5502,1322317.373,1
622427.7846,1322319.674,1
622995.0199,1322321.987,1
623562.2561,1322324.31,1
624129.4933,1322326.644,1
624696.7314,1322328.988,1
625263.9705,1322331.343,1
625831.2105,1322333.709,1
626398.4515,1322336.086,1
626965.6934,1322338.473,1
627532.9363,1322340.871,1
628100.1802,1322343.279,1
628667.425,1322345.699,1
629234.6708,1322348.129,1
629801.9176,1322350.569,1
630369.1654,1322353.021,1
630936.4142,1322355.483,1
631503.664,1322357.956,1
632070.9148,1322360.439,1
632638.1666,1322362.933,1
633205.4193,1322365.438,1
633772.6732,1322367.954,1
634339.928,1322370.48,1
634907.1838,1322373.017,1
635474.4407,1322375.565,1
636041.6986,1322378.123,1
636608.9576,1322380.692,0
637176.2176,1322383.272,0
637743.4786,1322385.862,0
638310.7407,1322388.464,0
638878.0038,1322391.075,0
639445.268,1322393.698,0
640012.5332,1322396.331,0
640579.7995,1322398.975,0
641147.0669,1322401.63,0
641714.3353,1322404.295,0
642281.6049,1322406.971,0
642848.8755,1322409.658,0
643416.1472,1322412.355,0
643983.42,1322415.063,0
644550.6939,1322417.782,0
645117.9689,1322420.512,0
645685.2449,1322423.252,0
646252.5221,1322426.003,0
646819.8004,1322428.765,0
647387.0799,1322431.537,0
647954.3605,1322434.32,0
648521.6421,1322437.114,0
649088.9249,1322439.918,0
598602.8318,1322799.405,1
599170.021,1322801.269,1
599737.211,1322803.143,1
600304.4017,1322805.029,1
600871.5932,1322806.925,1
601438.7854,1322808.832,1
602005.9784,1322810.749,1
602573.1722,1322812.678,1
603140.3668,1322814.616,1
603707.5621,1322816.566,1
604274.7583,1322818.526,1
604841.9552,1322820.497,1
605409.1529,1322822.479,1
605976.3515,1322824.471,1
606543.5508,1322826.475,1
607110.7509,1322828.488,0
607677.9519,1322830.513,1
608245.1537,1322832.548,1
608812.3563,1322834.594,0
609379.5597,1322836.65,0
609946.764,1322838.718,0
610513.9691,1322840.796,0
611081.175,1322842.884,0
611648.3819,1322844.984,0
612215.5895,1322847.094,0
612782.798,1322849.214,0
613350.0073,1322851.346,0
613917.2175,1322853.488,0
614484.4286,1322855.641,0
615051.6406,1322857.804,0
615618.8534,1322859.979,0
616186.0671,1322862.164,0
616753.2817,1322864.359,1
617320.4971,1322866.565,1
617887.7135,1322868.782,1
618454.9308,1322871.01,1
619022.1489,1322873.249,1
619589.368,1322875.498,1
620156.588,1322877.758,1
620723.8089,1322880.028,1
621291.0307,1322882.309,1
621858.2534,1322884.601,1
622425.4771,1322886.904,1
622992.7017,1322889.217,1
623559.9273,1322891.541,1
624127.1537,1322893.876,1
624694.3811,1322896.221,1
625261.6095,1322898.577,1
625828.8388,1322900.944,1
626396.0691,1322903.322,1
626963.3003,1322905.71,1
627530.5325,1322908.109,1
628097.7657,1322910.518,1
628664.9998,1322912.939,1
629232.235,1322915.37,1
629799.4711,1322917.811,1
630366.7082,1322920.264,1
